date,y,Dp,eq,ep,r,ys,Dps,eqs,rs,lrs,poil,pmat,pmetal
2019Q4,5.483959524,-0.000600661,1.825172012,-3.591770778,0.007122568,5.41418614,0.006897454,2.005299682,0.004272474,0.002139311,4.149111794,4.647322429,4.971474025
2020Q1,5.471897186,-0.003494644,1.764930922,-3.584756219,0.006343827,5.384920066,0.004378837,1.84245191,0.00331162,0.001829428,3.921417234,4.6550727,4.941324893
2020Q2,5.312713373,-0.028050581,1.752344583,-3.522741086,0.005032343,5.318381822,-0.007245298,1.86674618,0.002520084,0.001409402,3.38002858,4.58273181,4.912649762
2020Q3,5.480181408,0.018635147,1.807128322,-3.569957906,0.004009344,5.38768818,0.007284643,1.891840652,0.00226691,0.001235804,3.761310242,4.618367867,5.089571694
2020Q4,5.453728459,-0.002289386,1.807442918,-3.590482387,0.003968337,5.406882657,0.002982259,1.976668566,0.002577229,0.001316906,3.789687992,4.730504242,5.193203059
2021Q1,5.467152836,0.016515403,1.788581421,-3.617680558,0.003894507,5.419804546,0.008050335,2.057290326,0.002294534,0.001883609,4.108881885,4.780327063,5.364814454
2021Q2,5.464317821,0.005156749,1.766765406,-3.6069945,0.003869893,5.426239425,0.006118028,2.087804233,0.002251245,0.00235691,4.232602899,4.822723071,5.514481048
2021Q3,5.437338637,-0.004340756,1.729552786,-3.586545483,0.003861687,5.433411953,0.007884695,2.088342673,0.002304624,0.001965042,4.297658866,4.764769428,5.465679766
2021Q4,5.487074125,0.011892032,1.708485631,-3.601131088,0.003878098,5.450365084,0.012651617,2.096667806,0.002528108,0.002498401,4.379232789,4.799213616,5.340961694
2022Q1,5.511145567,0.009359608,1.710634015,-3.608626855,0.003853482,5.456827388,0.015385179,2.039385317,0.00295159,0.003361857,4.609228594,4.892263175,5.491053608
2022Q2,5.551121354,0.011117108,1.685768092,-3.582646747,0.004230667,5.457276617,0.01899448,1.924198574,0.004004525,0.005236152,4.733147758,4.950378527,5.46153077
2022Q3,5.572627503,0.011775617,1.624532727,-3.564338933,0.00517931,5.469166114,0.014591359,1.873102658,0.006520331,0.005673386,4.613406873,4.81459341,5.240803061
2022Q4,5.555174535,0.006224086,1.607203897,-3.549887066,0.006002363,5.470973846,0.009636706,1.896342617,0.007247547,0.006873468,4.485170302,4.719217121,5.244402322
2023Q1,5.564294435,0.006185587,1.612564775,-3.59771684,0.006221929,5.480394883,0.008253446,1.937795657,0.008389921,0.006720404,4.397714233,4.696997182,5.416305728
2023Q2,5.579897962,0.005850348,1.568562157,-3.573142744,0.006530621,5.487502979,0.006562289,1.963933298,0.009189432,0.006724531,4.361766201,4.674106901,5.315188039
2023Q3,5.605384686,0.006920039,1.578616767,-3.557871662,0.006701051,5.495017052,0.010022705,1.940786743,0.009572573,0.007559625,4.462955619,4.678430697,5.289790895
